"DTID","Device","PTID","Name","Unit","Control","Writable","InApp","ExpertOnly"
"350000","WWSystem_BM-2","350001","Warmwasser Status","","ComboBoxText","False","True","False"
"350000","WWSystem_BM-2","350004","Zeitprogramm","","TimeProgram","True","True","False"
"350000","WWSystem_BM-2","350005","Programmwahl AFB","","ComboBoxImageText","False","True","False"
"350000","WWSystem_BM-2","350006","Zeitprogramm","","TimeProgram","True","True","False"
"350000","WWSystem_BM-2","350007","Zeitprogramm","","MessageBoxButton","True","True","False"
"350000","WWSystem_BM-2","350008","CIRCULARSLIDER","","CircularSlider","True","True","False"
"350000","WWSystem_BM-2","350009","Warmwassersolltemperatur eingestellt","°C","NumericInput","True","True","False"
"350000","WWSystem_BM-2","350010","CIRCULARSLIDER","","CircularSlider","True","True","False"
"350000","WWSystem_BM-2","350011","Warmwassersolltemperatur eingestellt","°C","NumericInput","True","True","False"
"350000","WWSystem_BM-2","350012","Programmwahl","","ProgramSelectionListView","True","True","False"
"350000","WWSystem_BM-2","350013","Programmwahl","","ProgramSelectionListView","True","True","False"
"350000","WWSystem_BM-2","350014","Warmwassersolltemperatur eingestellt","°C","Client_NO_DISPLAY","True","True","False"
"350000","WWSystem_BM-2","350015","Programmwahl","","Client_NO_DISPLAY","True","True","False"
"350000","WWSystem_BM-2","350016","Warmwasserkreis Benamung","","NO_DISPLAY","False","True","False"
"350000","WWSystem_BM-2","350017","Programmwahl Fernbedienung","","ComboBoxImageText","False","True","False"
"350000","WWSystem_BM-2","380011","Warmwassertemperatur","°C","NumericInput","False","True","False"
"350000","WWSystem_BM-2","430011","Warmwassertemperatur","°C","NumericInput","False","True","False"
"350000","WWSystem_BM-2","440011","Warmwassertemperatur","°C","NumericInput","False","True","False"
